award.award_winner.awards_won..award.award_honor.award	m.03c3zdj	m.01f2y9	was awarded the	en.wikipedia.org/wiki/Enid_Campbell	1
award.award_winner.awards_won..award.award_honor.award	m.03cd7h	m.0h1p4g8	was awarded the	en.wikipedia.org/wiki/Andrei_Linde	1
award.award_winner.awards_won..award.award_honor.award	m.03cgr3r	m.01f2y9	was awarded the	en.wikipedia.org/wiki/Richard_Holmes_(biographer)	1
award.award_winner.awards_won..award.award_honor.award	m.03cprst	m.0j677d0	was awarded the	en.wikipedia.org/wiki/Sofi_Oksanen	1
award.award_winner.awards_won..award.award_honor.award	m.03j2hjn	m.026lf97	was awarded the	en.wikipedia.org/wiki/Diamond_Jenness	1
award.award_winner.awards_won..award.award_honor.award	m.03k3jy	m.093h8d	received the	en.wikipedia.org/wiki/Paul_Siple	1
award.award_winner.awards_won..award.award_honor.award	m.03k5vl	m.01pqzr	was awarded a	en.wikipedia.org/wiki/Frankie_Manning	1
award.award_winner.awards_won..award.award_honor.award	m.03q8y	m.060q6b	was presented with the	en.wikipedia.org/wiki/Hank_Aaron	1
award.award_winner.awards_won..award.award_honor.award	m.04126tb	m.08633j	was awarded the	en.wikipedia.org/wiki/F._Gordon_A._Stone	1
award.award_winner.awards_won..award.award_honor.award	m.04258w	m.01kpt	was awarded the	en.wikipedia.org/wiki/Samuel_Fuller	1
award.award_winner.awards_won..award.award_honor.award	m.043msml	m.0gh6jbl	was awarded the	en.wikipedia.org/wiki/George_Mardikian	1
award.award_winner.awards_won..award.award_honor.award	m.04cyzm	m.04hyh7	was awarded the	en.wikipedia.org/wiki/Fouad_Ajami	1
award.award_winner.awards_won..award.award_honor.award	m.04f_yy	m.0154yf	was awarded the	en.wikipedia.org/wiki/Christopher_Teesdale	1
award.award_winner.awards_won..award.award_honor.award	m.04g2kg	m.04lf3q	was awarded the	en.wikipedia.org/wiki/Ganju_Lama	1
award.award_winner.awards_won..award.award_honor.award	m.05vfl8j	m.0h6gtp	received the	en.wikipedia.org/wiki/San_Diego_Reader	1
award.award_winner.awards_won..award.award_honor.award	m.05xsxh_	m.02nb35	was awarded the	en.wikipedia.org/wiki/B._Jayant_Baliga	1
award.award_winner.awards_won..award.award_honor.award	m.0631m9	m.0hh7q	was awarded the	en.wikipedia.org/wiki/Alf_Clausen	1
award.award_winner.awards_won..award.award_honor.award	m.079h3g	m.0gh6jbl	received the	en.wikipedia.org/wiki/Claire_Phillips	1
award.award_winner.awards_won..award.award_honor.award	m.079h3g	m.0gh6jbl	was awarded the	en.wikipedia.org/wiki/Claire_Phillips	1
award.award_winner.awards_won..award.award_honor.award	m.0814wy	m.016zlv	was recommended for the	en.wikipedia.org/wiki/James_Rowland_(RAAF_officer)	1
award.award_winner.awards_won..award.award_honor.award	m.081bh_	m.029293	received the	en.wikipedia.org/wiki/Amjad_Ali_Khan	1
award.award_winner.awards_won..award.award_honor.award	m.081bh_	m.0h1d2y7	received the	en.wikipedia.org/wiki/Amjad_Ali_Khan	1
award.award_winner.awards_won..award.award_honor.award	m.083q7	m.035k4d	was awarded the	en.wikipedia.org/wiki/Polish-American_vote	0
award.award_winner.awards_won..award.award_honor.award	m.08thxr	m.0cstmx	was awarded the	en.wikipedia.org/wiki/Barry_Simon	1
award.award_winner.awards_won..award.award_honor.award	m.098r2f	m.0jwym18	also received the	en.wikipedia.org/wiki/Hugh_Huxley	1
award.award_winner.awards_won..award.award_honor.award	m.09kt30	m.04jb6mv	received the	en.wikipedia.org/wiki/Arjun_Sarja	1
award.award_winner.awards_won..award.award_honor.award	m.0bb98g	m.08f6c0	was awarded the	en.wikipedia.org/wiki/Wilhelm_Genazino	1
award.award_winner.awards_won..award.award_honor.award	m.0c3gnt	m.02rvnzs	received the prestigious	en.wikipedia.org/wiki/Regina_Benjamin	1
award.award_winner.awards_won..award.award_honor.award	m.0c3gnt	m.0br_j0j	received the	en.wikipedia.org/wiki/Regina_Benjamin	1
award.award_winner.awards_won..award.award_honor.award	m.0ch20rh	m.05qck	received the	en.wikipedia.org/wiki/Sparkman_&amp;_Stephens	0
award.award_winner.awards_won..award.award_honor.award	m.0ch20rh	m.05qck	was awarded the	en.wikipedia.org/wiki/Sparkman_&amp;_Stephens	0
award.award_winner.awards_won..award.award_honor.award	m.0dn0nk	m.03y893	was awarded the	en.wikipedia.org/wiki/John_Braham_(RAF_officer)	1
award.award_winner.awards_won..award.award_honor.award	m.0f_y9	m.05q5p2j	received the	en.wikipedia.org/wiki/John_Denver	1
award.award_winner.awards_won..award.award_honor.award	m.0gbkf	m.02l1h1	received the	en.wikipedia.org/wiki/Jack_Buck	1
government.politician.party..government.political_party_tenure.party	m.0262330	m.07wbk	was elected as a	en.wikipedia.org/wiki/DeWitt_Clinton_Littlejohn	0
government.politician.party..government.political_party_tenure.party	m.0268jjm	m.07wf9	was elected as a	en.wikipedia.org/wiki/Peter_Swart	1
government.politician.party..government.political_party_tenure.party	m.026dr79	m.07wdw	was elected as a	en.wikipedia.org/wiki/Job_Roberts_Tyson	1
government.politician.party..government.political_party_tenure.party	m.0272jqf	m.01fml	stood as a	en.wikipedia.org/wiki/John_O'Connor_Power	1
government.politician.party..government.political_party_tenure.party	m.027gkm8	m.07wbk	was elected as a	en.wikipedia.org/wiki/Archibald_B._Darragh	1
government.politician.party..government.political_party_tenure.party	m.02px5_l	m.07wf9	was elected as a	en.wikipedia.org/wiki/Ansel_Sterling	1
government.politician.party..government.political_party_tenure.party	m.02q64s8	m.07wbk	was elected as a	en.wikipedia.org/wiki/Carlos_D._Shelden	1
government.politician.party..government.political_party_tenure.party	m.02q67fy	m.07wbk	was elected as a	en.wikipedia.org/wiki/Frank_D._Scott	1
government.politician.party..government.political_party_tenure.party	m.02qzs1k	m.07wbk	was elected as a	en.wikipedia.org/wiki/Frank_Charles_Wachter	1
government.politician.party..government.political_party_tenure.party	m.02r8gn4	m.0d075m	was elected as a	en.wikipedia.org/wiki/Obadiah_B._McFadden	1
government.politician.party..government.political_party_tenure.party	m.02rhgby	m.07wbk	was elected as a	en.wikipedia.org/wiki/Franklin_E._Brooks	1
government.politician.party..government.political_party_tenure.party	m.02rhhsc	m.0d075m	was elected as a	en.wikipedia.org/wiki/Hugh_S._Hersman	1
government.politician.party..government.political_party_tenure.party	m.02rhkbx	m.0d075m	was elected as a	en.wikipedia.org/wiki/John_M._Costello	1
government.politician.party..government.political_party_tenure.party	m.02rjxlz	m.07wbk	was elected as a	en.wikipedia.org/wiki/Oliver_P._Snyder	1
government.politician.party..government.political_party_tenure.party	m.02rjzv3	m.0d075m	was elected as a	en.wikipedia.org/wiki/Thomas_L._Reilly	1
government.politician.party..government.political_party_tenure.party	m.02rk0hf	m.07wbk	was elected as a	en.wikipedia.org/wiki/Willis_W._Bradley	1
government.politician.party..government.political_party_tenure.party	m.02rk1sb	m.0d075m	was elected as a	en.wikipedia.org/wiki/Goldsmith_W._Hewitt	1
government.politician.party..government.political_party_tenure.party	m.02rk93g	m.07wbk	was elected as a	en.wikipedia.org/wiki/Charles_Eugene_Fuller	1
government.politician.party..government.political_party_tenure.party	m.02rkcbm	m.07wbk	was elected as a	en.wikipedia.org/wiki/Philip_Knopf	1
government.politician.party..government.political_party_tenure.party	m.02rkckh	m.0d075m	was elected as a	en.wikipedia.org/wiki/Richard_S._Molony	1
government.politician.party..government.political_party_tenure.party	m.02rkcsq	m.07wbk	was elected as a	en.wikipedia.org/wiki/Rolla_C._McMillen	1
government.politician.party..government.political_party_tenure.party	m.02rkdd_	m.07wbk	was elected as a	en.wikipedia.org/wiki/William_H._Gest	1
government.politician.party..government.political_party_tenure.party	m.02rkf2n	m.0d075m	was elected as a	en.wikipedia.org/wiki/Charles_A._O._McClellan	1
government.politician.party..government.political_party_tenure.party	m.02rkg1y	m.07wbk	was elected as a	en.wikipedia.org/wiki/George_W._Cromer	1
government.politician.party..government.political_party_tenure.party	m.02rkj37	m.07wbk	was elected as a	en.wikipedia.org/wiki/William_H._Calkins	1
government.politician.party..government.political_party_tenure.party	m.02rkls4	m.07wf9	was elected as a	en.wikipedia.org/wiki/Abraham_H._Schenck	1
government.politician.party..government.political_party_tenure.party	m.02rkmh5	m.07wf9	was elected as a	en.wikipedia.org/wiki/Benjamin_Ellicott	1
government.politician.party..government.political_party_tenure.party	m.02rkp43	m.0d075m	was elected as a	en.wikipedia.org/wiki/Eli_Perry	1
government.politician.party..government.political_party_tenure.party	m.02rksd1	m.07wbk	was elected as a	en.wikipedia.org/wiki/John_H._Starin	1
government.politician.party..government.political_party_tenure.party	m.02rkt65	m.0d075m	was elected as a	en.wikipedia.org/wiki/Joseph_J._Little	1
government.politician.party..government.political_party_tenure.party	m.02rktb9	m.0d075m	was elected as a	en.wikipedia.org/wiki/Josiah_Sutherland	1
government.politician.party..government.political_party_tenure.party	m.02rkv60	m.07wbk	was elected as a	en.wikipedia.org/wiki/Orsamus_B._Matteson	1
government.politician.party..government.political_party_tenure.party	m.02rl4zm	m.07wbk	was elected as a	en.wikipedia.org/wiki/Charles_St._John	1
government.politician.party..government.political_party_tenure.party	m.02rtm_5	m.07wf9	was elected as a	en.wikipedia.org/wiki/Harry_Cage	1
government.politician.party..government.political_party_tenure.party	m.02rv97_	m.0d075m	was elected as a	en.wikipedia.org/wiki/Robert_C._Davey	1
government.politician.party..government.political_party_tenure.party	m.02ry1sr	m.020lwv	was elected as a	en.wikipedia.org/wiki/Samuel_J._Gholson	1
government.politician.party..government.political_party_tenure.party	m.02rz5vd	m.07wbk	was elected as a	en.wikipedia.org/wiki/David_Patterson_Dyer	1
government.politician.party..government.political_party_tenure.party	m.02rz8l3	m.07wbk	was elected as a	en.wikipedia.org/wiki/William_P._Elmer	1
government.politician.party..government.political_party_tenure.party	m.02w71n_	m.075qbd2	was elected as an	en.wikipedia.org/wiki/Dominic_Hannigan	1
government.politician.party..government.political_party_tenure.party	m.02x5k78	m.0d075m	was elected as a	en.wikipedia.org/wiki/Joshua_A._Lowell	1
government.politician.party..government.political_party_tenure.party	m.03c2_2r	m.0d075m	was elected as a	en.wikipedia.org/wiki/Charles_L._South	1
government.politician.party..government.political_party_tenure.party	m.03c2_m4	m.07wdw	was elected as a	en.wikipedia.org/wiki/William_M._McCarty	1
government.politician.party..government.political_party_tenure.party	m.03c2zc2	m.0d075m	was elected as a	en.wikipedia.org/wiki/John_Ely_(representative)	1
government.politician.party..government.political_party_tenure.party	m.03c2zxx	m.0d075m	was elected as a	en.wikipedia.org/wiki/Jeremiah_V._Cockrell	1
government.politician.party..government.political_party_tenure.party	m.03d5zk5	m.04lfg4	is NAT politician for the	en.wikipedia.org/wiki/John-Ragnar_Aarset	1
government.politician.party..government.political_party_tenure.party	m.0404pyw	m.01qt1v	was NAT politician for the	en.wikipedia.org/wiki/Sverre_Moen	1
government.politician.party..government.political_party_tenure.party	m.05m7ll	m.06dwq5	was elected as a	en.wikipedia.org/wiki/John_Archer_(British_politician)	1
government.politician.party..government.political_party_tenure.party	m.05mz0l2	m.04lfg4	is NAT politician for the	en.wikipedia.org/wiki/Harald_Nikolai_Brøvig	1
government.politician.party..government.political_party_tenure.party	m.05p9_tp	m.03d08r	was elected as a	en.wikipedia.org/wiki/Louis_Sainte-Marie	1
government.politician.party..government.political_party_tenure.party	m.05rwcg	m.04c9vz	was elected as a	en.wikipedia.org/wiki/Ted_Morton	1
government.politician.party..government.political_party_tenure.party	m.05zpphw	m.0gjd7kz	stood as a	en.wikipedia.org/wiki/Brograve_Beauchamp	1
government.politician.party..government.political_party_tenure.party	m.062f1f	m.07wbk	was elected as a	en.wikipedia.org/wiki/Frederic_M._Sackett	1
government.politician.party..government.political_party_tenure.party	m.064pwtl	m.0pbrx	was NAT politician of the	en.wikipedia.org/wiki/Alexander_Willem_Frederik_Idenburg	1
government.politician.party..government.political_party_tenure.party	m.06_2h6	m.020912	was elected as a	en.wikipedia.org/wiki/Paddy_Wilson	1
government.politician.party..government.political_party_tenure.party	m.07s5wv	m.0d075m	was elected as a	en.wikipedia.org/wiki/John_Jameson_(politician)	1
government.politician.party..government.political_party_tenure.party	m.07wbs6	m.0d075m	was elected as a	en.wikipedia.org/wiki/Leo_F._Rayfiel	1
government.politician.party..government.political_party_tenure.party	m.0b62gg	m.07wbk	was elected as a	en.wikipedia.org/wiki/David_Henry_Mercer	1
government.politician.party..government.political_party_tenure.party	m.0b9kv4	m.07wgm	was elected as a	en.wikipedia.org/wiki/Timothy_Pitkin	1
government.politician.party..government.political_party_tenure.party	m.0b9ttk	m.07wf9	was elected as a	en.wikipedia.org/wiki/Samuel_Dana	1
government.politician.party..government.political_party_tenure.party	m.0c6lyn	m.0d075m	was elected as a	en.wikipedia.org/wiki/Edward_Lawrence_Logan	1
government.politician.party..government.political_party_tenure.party	m.0fk73g	m.017__2	was elected as a	en.wikipedia.org/wiki/Haldor_Boen	1
government.politician.party..government.political_party_tenure.party	m.0g0b_v	m.01ptvq	was elected as a	en.wikipedia.org/wiki/Zephania_Kameeta	1
government.politician.party..government.political_party_tenure.party	m.0h3svkv	m.0x2hn	ran as a	en.wikipedia.org/wiki/Frank_Venneri	1
government.politician.party..government.political_party_tenure.party	m.0h55tcl	m.0gg6s	was NAT politician of the	en.wikipedia.org/wiki/Else_Schmitt	1
government.politician.party..government.political_party_tenure.party	m.0ksr_q	m.07wbk	was elected as a	en.wikipedia.org/wiki/James_Bowen_Everhart	1
government.politician.party..government.political_party_tenure.party	m.0kt5vw	m.07wbk	was an unsuccessful	en.wikipedia.org/wiki/Darwin_Phelps	1
government.politician.party..government.political_party_tenure.party	m.0kt5vw	m.07wbk	was elected as a	en.wikipedia.org/wiki/Darwin_Phelps	1
government.politician.party..government.political_party_tenure.party	m.0kt7kz	m.07wbk	was elected as a	en.wikipedia.org/wiki/Stephen_Fowler_Wilson	1
people.deceased_person.place_of_death	m.0122f9	m.05l5n	died at	en.wikipedia.org/wiki/John_Bainbridge_(astronomer)	1
people.deceased_person.place_of_death	m.024c1p	m.01fqm	died in	en.wikipedia.org/wiki/Ahmed_al-Rifa'i	0
people.deceased_person.place_of_death	m.025_l0n	m.02m77	died at	en.wikipedia.org/wiki/William_Turner_(anatomist)	1
people.deceased_person.place_of_death	m.0262g9r	m.020vch5	died in	en.wikipedia.org/wiki/Bernie_Lowe	1
people.deceased_person.place_of_death	m.0262lcf	m.0xt9g	settled in	en.wikipedia.org/wiki/Paulins_Kill	0
people.deceased_person.place_of_death	m.0264_3m	m.036rn3	died in	en.wikipedia.org/wiki/Jean-Baptiste-Melchior_Hertel_de_Rouville	1
people.deceased_person.place_of_death	m.0264_3m	m.036rn3	settled at	en.wikipedia.org/wiki/Jean-Baptiste-Melchior_Hertel_de_Rouville	1
people.deceased_person.place_of_death	m.0266kbw	m.04dbcf	settled at	en.wikipedia.org/wiki/George_Arliss	0
people.deceased_person.place_of_death	m.026708	m.03m9cp8	died at	en.wikipedia.org/wiki/Anne_Knight	1
people.deceased_person.place_of_death	m.026bqjt	m.0l2rj	died at the	en.wikipedia.org/wiki/Jujiro_Wada	1
people.deceased_person.place_of_death	m.026jvqs	m.02q6h4c	died in	en.wikipedia.org/wiki/Mohankheda	0
people.deceased_person.place_of_death	m.026q61c	m.01xlyy	died in	en.wikipedia.org/wiki/Robert_Parker,_Baron_Parker_of_Waddington	1
people.deceased_person.place_of_death	m.026vbww	m.0b_yz	died in	en.wikipedia.org/wiki/Edward_A._Guggenheim	1
people.deceased_person.place_of_death	m.0276gcy	m.0_q8q	died in	en.wikipedia.org/wiki/Eben_Martin	1
people.deceased_person.place_of_death	m.027gm6j	m.0f4sdq	retired to	en.wikipedia.org/wiki/Ferdinand_Brossart	1
people.deceased_person.place_of_death	m.027l3j_	m.0zmrm	died in	en.wikipedia.org/wiki/John_Pugh_(Pennsylvania)	1
people.deceased_person.place_of_death	m.02870xk	m.031y2	died in	en.wikipedia.org/wiki/Ignazio_Hugford	1
people.deceased_person.place_of_death	m.02qn7v5	m.05qtj	died in	en.wikipedia.org/wiki/François_Mauriceau	1
people.deceased_person.place_of_death	m.02r85gz	m.092vtq	died in	en.wikipedia.org/wiki/Humphrey_Gilbert_(cricketer)	1
people.deceased_person.place_of_death	m.02rhj1n	m.0pc56	settled in	en.wikipedia.org/wiki/James_A._Louttit	0
people.deceased_person.place_of_death	m.02rjzrq	m.010mmb	died near	en.wikipedia.org/wiki/Thomas_H._Averett	1
people.deceased_person.place_of_death	m.02rk2dz	m.0q7dv	died in	en.wikipedia.org/wiki/William_Oscar_Mulkey	1
people.deceased_person.place_of_death	m.02rkdhr	m.0sfwz	died in	en.wikipedia.org/wiki/William_Hartzell	1
people.deceased_person.place_of_death	m.02rkdhr	m.0sfwz	settled in	en.wikipedia.org/wiki/William_Hartzell	1
people.deceased_person.place_of_death	m.02rkw3z	m.0y74x	settled at	en.wikipedia.org/wiki/Robert_S._Rose	1
people.deceased_person.place_of_death	m.02rldqp	m.0ybkj	died in	en.wikipedia.org/wiki/Joseph_Russell	1
people.deceased_person.place_of_death	m.02rs5tm	m.0d6lp	resided in	en.wikipedia.org/wiki/Roxana_McGowan	0
people.deceased_person.place_of_death	m.02vlyv4	m.04ljdjl	died at	en.wikipedia.org/wiki/Eugie_Foster	0
people.deceased_person.place_of_death	m.02w82m	m.02_286	settled in	en.wikipedia.org/wiki/Fritz_Eichenberg	0
people.deceased_person.place_of_death	m.0311nm	m.05vz3zq	died in	en.wikipedia.org/wiki/Hitler_family	0
people.deceased_person.place_of_death	m.03550_	m.059rby	retired to	en.wikipedia.org/wiki/Edward_H._Watson	1
people.deceased_person.place_of_death	m.0367wb	m.0845b	settled in	en.wikipedia.org/wiki/Gustav_Freytag	0
people.deceased_person.place_of_death	m.03c2_br	m.010pf7	died in	en.wikipedia.org/wiki/Joseph_Crockett_Shaffer	1
people.deceased_person.place_of_death	m.03ctrgx	m.08x307	settled in	en.wikipedia.org/wiki/Henri_Vaugeois	0
people.deceased_person.place_of_death	m.03d3l4l	m.0jx1x	settled in	en.wikipedia.org/wiki/Michał_Matyas	0
people.deceased_person.place_of_death	m.03h2r6m	m.01nl79	died in	en.wikipedia.org/wiki/Harry_Worthington	1
people.deceased_person.place_of_death	m.03mdmzb	m.0m75g	died in	en.wikipedia.org/wiki/Charles_Waterhouse_(British_politician)	1
people.deceased_person.place_of_death	m.03nnymc	m.0d060g	died in	en.wikipedia.org/wiki/Alexander_McKee	1
people.deceased_person.place_of_death	m.03nwsrh	m.01b8jj	died in	en.wikipedia.org/wiki/Daniel_Marquis	1
people.deceased_person.place_of_death	m.03psqj	m.03qnx6	died on	en.wikipedia.org/wiki/Bent_Gestur_Sivertz	1
people.deceased_person.place_of_death	m.03rqbf	m.0166dk	died in	en.wikipedia.org/wiki/Chen_Shou	1
people.deceased_person.place_of_death	m.03vgl1	m.06vj6b	retired to	en.wikipedia.org/wiki/Edward_Quinan	0
people.deceased_person.place_of_death	m.03wfjyp	m.06y57	died in	en.wikipedia.org/wiki/Tessa_Birnie	1
people.deceased_person.place_of_death	m.03wj7k4	m.02yc5b	died in	en.wikipedia.org/wiki/Terry_Heffernan	1
people.deceased_person.place_of_death	m.03yvn8	m.022426	died at	en.wikipedia.org/wiki/John_Warren,_3rd_Baron_de_Tabley	1
people.deceased_person.place_of_death	m.0405kgk	m.0tzls	died in	en.wikipedia.org/wiki/Harrison_Potter	1
people.deceased_person.place_of_death	m.043mdn	m.06_kh	died in	en.wikipedia.org/wiki/Volney_Howard	1
people.deceased_person.place_of_death	m.043q044	m.0z6v0	resided in	en.wikipedia.org/wiki/Douglas_Blubaugh	1
people.deceased_person.place_of_death	m.045c02	m.05bkf	died in	en.wikipedia.org/wiki/Carl_Wilhelm_Hahn	1
people.deceased_person.place_of_death	m.04n3s4v	m.0337k0	retired to	en.wikipedia.org/wiki/Eric_Knell	1
people.deceased_person.place_of_death	m.04yf79x	m.01gk3x	died near	en.wikipedia.org/wiki/Pierre_Martin_Rémi_Aucher-Éloy	1
people.deceased_person.place_of_death	m.05b06p0	m.0150n	died in	en.wikipedia.org/wiki/Ernst_Melzer	1
people.deceased_person.place_of_death	m.05c9fp	m.0blr4	died at the	en.wikipedia.org/wiki/Charles_James_(designer)	1
people.deceased_person.place_of_death	m.05f4vhy	m.063tw6	died in	en.wikipedia.org/wiki/William_Power_(Quebec_judge)	1
people.deceased_person.place_of_death	m.05p9gyp	m.09gq1	retired to	en.wikipedia.org/wiki/Edmund_Elys	1
people.deceased_person.place_of_death	m.05wzx0d	m.0rh6k	died in	en.wikipedia.org/wiki/Ibrahim_Shihata	1
people.deceased_person.place_of_death	m.05x7rb	m.04jpl	died in	en.wikipedia.org/wiki/Bertie_Mee	1
people.deceased_person.place_of_death	m.05xc9q	m.03rjj	retired to	en.wikipedia.org/wiki/Paolo_Avitabile	1
people.deceased_person.place_of_death	m.061v57	m.0k2fj	died in	en.wikipedia.org/wiki/Roman_Sołtyk	1
people.deceased_person.place_of_death	m.0642b6s	m.036r8q	died in	en.wikipedia.org/wiki/Odilon_Goyette	1
people.deceased_person.place_of_death	m.074bs_	m.03m56wf	died in	en.wikipedia.org/wiki/Carlo_Cattaneo	1
people.deceased_person.place_of_death	m.0770kd	m.09ptd5	settled in	en.wikipedia.org/wiki/Ron_Gostick	1
people.deceased_person.place_of_death	m.07c5fh	m.02_286	died in	en.wikipedia.org/wiki/Seiichi_Sugano	1
people.deceased_person.place_of_death	m.07c5fh	m.02_286	resided in	en.wikipedia.org/wiki/Seiichi_Sugano	1
people.deceased_person.place_of_death	m.07p8vq	m.04jpl	died in	en.wikipedia.org/wiki/James_Cockle	1
people.deceased_person.place_of_death	m.07sb8zy	m.0cy07	retired to	en.wikipedia.org/wiki/Barbara_Cozens	1
people.deceased_person.place_of_death	m.0808wmb	m.06drg4	died at	en.wikipedia.org/wiki/Raymond_Crotty	1
people.deceased_person.place_of_death	m.080j57m	m.02rqplw	died in	en.wikipedia.org/wiki/Claude_Jeantet	1
people.deceased_person.place_of_death	m.08549f	m.0h3tv	retired to	en.wikipedia.org/wiki/José_Marchena_Ruiz_de_Cueto	0
people.deceased_person.place_of_death	m.08dkyc	m.0gywq3z	died in	en.wikipedia.org/wiki/Margarita_Xirgu	1
people.deceased_person.place_of_death	m.08fw2h	m.04jpl	settled in	en.wikipedia.org/wiki/W._Lister_Lister	0
people.deceased_person.place_of_death	m.08hw7n	m.04g3f_b	died at	en.wikipedia.org/wiki/Tony_Adams_(producer)	0
people.deceased_person.place_of_death	m.08l7rd	m.04lpkr	died at	en.wikipedia.org/wiki/John_Murray,_3rd_Duke_of_Atholl	1
people.deceased_person.place_of_death	m.08qs3d	m.09zm8s	died in	en.wikipedia.org/wiki/Granville_Bromley-Martin	1
people.deceased_person.place_of_death	m.08vvkw	m.05qtj	died in	en.wikipedia.org/wiki/John_Izard_Middleton	1
people.deceased_person.place_of_death	m.0986mg	m.01dgw0	died in	en.wikipedia.org/wiki/Ernst_Otto_Stalinski	1
people.deceased_person.place_of_death	m.09g8h84	m.06c62	died in	en.wikipedia.org/wiki/Pietro_Vidoni	1
people.deceased_person.place_of_death	m.09ggwdr	m.0278zk	died in	en.wikipedia.org/wiki/John_Bryden_(MLA)	1
people.deceased_person.place_of_death	m.09gmwww	m.0cffd	died in	en.wikipedia.org/wiki/Enea_Vico	1
people.deceased_person.place_of_death	m.09k6_1m	m.013rkq	retired to	en.wikipedia.org/wiki/Frank_Darvall_Newham	1
people.deceased_person.place_of_death	m.09vlgr	m.0nl7m	died in	en.wikipedia.org/wiki/Buster_Edwards	1
people.deceased_person.place_of_death	m.09zzm_	m.020vqp	died at	en.wikipedia.org/wiki/Samuel_Bownas	1
people.deceased_person.place_of_death	m.0b22by	m.030qb3t	settled in	en.wikipedia.org/wiki/Mabel_Scott	1
people.deceased_person.place_of_death	m.0bk_wj	m.0s10b	settled in	en.wikipedia.org/wiki/Frank_R._Gooding	0
people.deceased_person.place_of_death	m.0bvjx1	m.03rk0	died in	en.wikipedia.org/wiki/Swami_Kalyandev	1
people.deceased_person.place_of_death	m.0bx_2mp	m.0k3p	died in	en.wikipedia.org/wiki/Martin_Zaagmolen	1
people.deceased_person.place_of_death	m.0c4mlr	m.0jyw	died in	en.wikipedia.org/wiki/Sedat_Alp	1
people.deceased_person.place_of_death	m.0ch3n2s	m.01v8c	died in	en.wikipedia.org/wiki/Benedikt_Beckenkamp	1
people.deceased_person.place_of_death	m.0ch3n2s	m.01v8c	settled at	en.wikipedia.org/wiki/Benedikt_Beckenkamp	1
